id_str,created_at,place,source,text,coordinates,geo,is_quote_status,retweet_count,quote_count,reply_count,user_created_at,user_description,user_followers_count,user_following,user_friends_count,user_id_str,user_location,user_name,user_statuses_count
1103361197028585474,Wed Mar 06 18:26:23 +0000 2019,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Sales rep questioned about recent gun find at Kingston Wharves
https://t.co/o44lTVCL8r https://t.co/hoLrp3xNNv",,,False,0,0,0,Mon Apr 14 11:52:10 +0000 2014,Get the real story on Jamaica and the Caribbean from the Region's #1 digital news source. Download the app TODAY! https://loopne.ws/yRXbUZHfh8,41083,,444,2443768622,Jamaica,Loop Jamaica,52186
1100807009962811393,Wed Feb 27 17:16:57 +0000 2019,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Firearms Intercepted At Kingston Wharves On Tuesday Reportedly Originated In The Bronx, NY | RJR News - Jamaican Ne… https://t.co/MSyxve8EsF",,,False,0,0,0,Sun Apr 19 18:40:59 +0000 2009,,2079,,129,33275038,"ÜT: 18.003908,-76.784123",Graham Jervis 🇯🇲,176540
1100781686948794370,Wed Feb 27 15:36:20 +0000 2019,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","A total of 20 illegal firearms were intercepted at the wharf earlier today. Law enforcement officials confirmed, to… https://t.co/DfHJIjJrwa",,,False,0,0,0,Wed Jun 17 05:59:45 +0000 2009,Without the link the chain is never completed.,556,,795,47873142,United States,ochilink,39230
1100781673334087687,Wed Feb 27 15:36:17 +0000 2019,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",20 Guns Seized at the Kingston Wharves https://t.co/JD0WaCDHCH https://t.co/RqeQ8n070A,,,False,0,0,0,Wed Jun 17 05:59:45 +0000 2009,Without the link the chain is never completed.,556,,795,47873142,United States,ochilink,39230
1100586284404432896,Wed Feb 27 02:39:52 +0000 2019,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","20 More Guns Seized at the Kingston Wharves (Feb 26, 2019) https://t.co/wmvQpbuKMv https://t.co/0qxMeQGIkl",,,False,1,0,0,Fri Jan 20 01:44:14 +0000 2017,Jamaica’s Online Newspaper: News website that readers have access to 24/7 without a subscription or newspaper cost. We get you the news you want...,321,,1592,822258399681380357,Jamaica,Mckoy's News,16442
1100577695375732736,Wed Feb 27 02:05:44 +0000 2019,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","So when we gonna do a probe of kingston wharves and Jamaica Customs?

Also, what's happening with the Petrojam scandal?",,,False,3,0,0,Fri Apr 08 01:27:29 +0000 2011,Dark skin women are beautiful! Women ❤️ LIVERPOOLFC 💕,3858,,1940,278817972,Barbados,stop being straight,148592
1100572163705319429,Wed Feb 27 01:43:46 +0000 2019,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",20 more GUNS seized at the Kingston Wharves https://t.co/NyNLAINTHq https://t.co/cbPSQhn2L9,,,False,0,0,0,Fri May 01 19:58:03 +0000 2009,Where you come to know wa gawn aboard and a yard...,106,,371,37025626,Jamaica,Fiwivibe,3756
1100566697654829062,Wed Feb 27 01:22:02 +0000 2019,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","20 more GUN$ seized at the Kingston Wharves (Feb 26, 2019) https://t.co/7czt9ejc4N via @YouTube",,,False,0,0,0,Sun Oct 09 20:10:02 +0000 2016,"A look at Jamaican & Global: Entertainment, Sports, Social, Political, Cultural &Topical issues",341,,194,785210732652601344,Jamaica,Teach Dem,2744
1100560306617679873,Wed Feb 27 00:56:39 +0000 2019,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Police have seized 20 firearms and over 790 rounds of ammunition at a terminal at Kingston Wharves.
The Counter-Ter… https://t.co/4dXIKR4MCc",,,False,0,0,0,Sun Jul 07 17:12:43 +0000 2013,"Your digital media company for EVERYTHING about Jamaica, locally or internationally",1107,,26,1575595518,"Ocho Rios, Jamaica ",JamaicaToday.com,26819
1100550120859463680,Wed Feb 27 00:16:10 +0000 2019,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Cops seize 20 guns during operation at Kingston Wharves https://t.co/CLYTKotWb4 https://t.co/zeuhDOCR8T,,,False,3,0,0,Mon Apr 14 11:52:10 +0000 2014,Get the real story on Jamaica and the Caribbean from the Region's #1 digital news source. Download the app TODAY! https://loopne.ws/yRXbUZHfh8,41083,,444,2443768622,Jamaica,Loop Jamaica,52186
1100530204722765825,Tue Feb 26 22:57:02 +0000 2019,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@JamaicaConstab says 791 bullets seized at Kingston Wharves along with the 20 guns. https://t.co/z5gxhbDlnC,,,False,13,2,6,Mon Jul 13 09:37:13 +0000 2009,"Multi-award winning Broadcast Journalist. Co-Host of Nationwide: This Morning on @NationwideRadio in Kingston, Jamaica.",33957,,318,56332781,"Kingston, Jamaica",Abka Fitz-Henley,80262
1100514460471566337,Tue Feb 26 21:54:28 +0000 2019,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#BREAKING: Gun seizure at Kingston Wharves. Sources indicate 20 guns have been found. Among the weapons is 1 sniper… https://t.co/drVs1v3eCV,,,False,0,0,0,Fri Jul 15 15:15:25 +0000 2016,,367,,177,753971236770766852,Jamaica,Krysten-Paige Smith,2064
1100506982463799297,Tue Feb 26 21:24:45 +0000 2019,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UPDATE: 20 guns and hundreds of rounds of ammunition found at the Kingston Wharves today.

Among the seizure - 6 ri… https://t.co/Iy5ajPVEQD",,,False,82,35,17,Mon Jul 13 09:37:13 +0000 2009,"Multi-award winning Broadcast Journalist. Co-Host of Nationwide: This Morning on @NationwideRadio in Kingston, Jamaica.",33957,,318,56332781,"Kingston, Jamaica",Abka Fitz-Henley,80262
1100500436149305344,Tue Feb 26 20:58:44 +0000 2019,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#BREAKING: Gun seizure at Kingston Wharves. Sources indicate 20 guns have been found. Among the weapons is 1 sniper… https://t.co/Zndv70muAA,,,False,21,6,2,Tue Feb 19 18:58:01 +0000 2019,Journalist | Young Journalist of the Year Nominee (2019) | Prime Minister’s Youth Award Nominee (2019) | Honourary Doctor | “The rest is still unwritten.”,1307,,747,1097933339296780289,Jamaica,William Mitchell,2968
1097160314871840768,Sun Feb 17 15:46:17 +0000 2019,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Man arrested as CTOC clamps down on 'scam' at Kingston Wharves https://t.co/KzMIMmkMII,,,False,0,0,0,Fri Jan 22 00:46:04 +0000 2010,Geniusatworkhere#,74,,182,107259127,,alex barker,8655
1096788822732488705,Sat Feb 16 15:10:07 +0000 2019,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Man arrested as CTOC clamps down on 'scam' at Kingston Wharves
://ow.ly/XF7p30nIWDY https://t.co/zkGIxNtgxp",,,False,3,1,1,Mon Apr 14 11:52:10 +0000 2014,Get the real story on Jamaica and the Caribbean from the Region's #1 digital news source. Download the app TODAY! https://loopne.ws/yRXbUZHfh8,41083,,444,2443768622,Jamaica,Loop Jamaica,52186
1096150337524781056,Thu Feb 14 20:53:00 +0000 2019,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","In and around Kingston Wharves, Jamaica's main multi-purpose terminal. Photo impressions. https://t.co/fmp5xgOTev https://t.co/3aBBX1wEXw",,,False,1,0,0,Sun Feb 10 14:16:47 +0000 2013,Working on the Chicken and the Egg:  Trade Logistics and Development #transport #shipping #maritime #trade #tradefacilitation #connectivity,2578,,1565,1166039702,Geneva,Jan Hoffmann,5778
1095690275022929920,Wed Feb 13 14:24:53 +0000 2019,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Photo Flashback: February 1975
The 23,300 ton Saguenay Chartered vessel, the m/v Bella Coola on its inaugural voyag… https://t.co/XM4UbeGpGT",,,False,1,0,0,Tue Dec 29 12:44:28 +0000 2015,"Jamaica's record keeper. Inside the 185-year-old archives of @jamaicagleaner, the oldest operating newspaper in the Caribbean. 
876-932-6231",2384,,242,4643160922,Jamaica,GLNR Archives,4889
1095365053237391360,Tue Feb 12 16:52:34 +0000 2019,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Kingston Wharves Limited and the Caribbean Maritime University have partnered to advance research and development o… https://t.co/mAArLiBvcw,,,False,5,0,0,Fri Jun 17 18:59:17 +0000 2011,"Join the official page for the Jamaica Information Service, #1 source for information and Government of Jamaica news. JIS - The Voice of Jamaica.",57409,,401,319212589,Jamaica,JIS News,34253
1094368894733742081,Sat Feb 09 22:54:11 +0000 2019,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Kingston Wharves and CMU Partner to Advance Port and Logistics Sector - Jamaica Information Service https://t.co/de5sdtGLbe,,,False,0,0,0,Tue Mar 08 14:23:52 +0000 2011,"The official page of the Ministry of Education, Youth and Information (MOEYI) 

Hon Fayval Williams MP, Minister

Hon Robert Nesta Morgan, MP, Minister of State",10544,,57,262668111,Jamaica,MOEYI Jamaica🇯🇲,7102
1094222657728462849,Sat Feb 09 13:13:05 +0000 2019,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Kingston Wharves and CMU Partner to Advance Port and Logistics Sector - Jamaica Information Service https://t.co/d2pkhjaTKp,,,False,0,0,0,Wed May 08 18:36:54 +0000 2013,Leveraging the Power of Speed and Connectivity. A government-backed initiative to establish Jamaica as a global logistics node within the Americas.,1059,,801,1413560323,Jamaica,Jalogisticshub,4371
1094154143776661504,Sat Feb 09 08:40:50 +0000 2019,,"<a href=""https://www.fiweh.com"" rel=""nofollow"">FiWEH Life</a>",Kingston Wharves and CMU Partner to Advance Port and Logistics Sector - FiWEH Life - https://t.co/JBs7VSRb5b,,,False,0,0,0,Thu Jul 23 00:09:15 +0000 2009,"FiWEH life provides breaking news, entertainment, music, videos, fashion, politics and culture Infotainment for the Caribbean diaspora worldwide.",1061,,357,59299156,Worldwide,FiWEH Life,886043
1094012458002460673,Fri Feb 08 23:17:50 +0000 2019,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Kingston Wharves and CMU Partner to Advance Port and Logistics Sector https://t.co/Z9kP9l3Tpq https://t.co/ovE3Rqko1u,,,False,0,0,0,Fri Jan 20 01:44:14 +0000 2017,Jamaica’s Online Newspaper: News website that readers have access to 24/7 without a subscription or newspaper cost. We get you the news you want...,321,,1592,822258399681380357,Jamaica,Mckoy's News,16442
1093966105301999622,Fri Feb 08 20:13:39 +0000 2019,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Kingston Wharves and CMU Partner to Advance Port and Logistics Sector. #JISNews https://t.co/2lVzX5nNCQ https://t.co/p3KZz7ltDw,,,False,0,0,0,Fri Jun 17 18:59:17 +0000 2011,"Join the official page for the Jamaica Information Service, #1 source for information and Government of Jamaica news. JIS - The Voice of Jamaica.",57409,,401,319212589,Jamaica,JIS News,34253
1093964040563556353,Fri Feb 08 20:05:26 +0000 2019,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Kingston Wharves and CMU Partner to Advance Port and Logistics Sector https://t.co/VXMXrouoJx,,,False,0,0,0,Thu Aug 20 16:54:48 +0000 2015,"CASE DISMISSED! - A non-patronising, non-sentimental & non-pathological account of a Jamaican migrant mother living, surviving & raising six children in London.",610,,3119,3432960957,"London, England",Gloria Cameron,20344
1093238427984777224,Wed Feb 06 20:02:07 +0000 2019,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",“I want to thank the Kingston Wharves Limited for the support they’ve given to the Caribbean Maritime University an… https://t.co/E7FKCy2HmM,,,False,3,0,0,Sat Nov 07 12:20:58 +0000 2015,"Official Twitter for Caribbean Maritime University.
The Maritime University of Choice for Global Leaders",1030,,261,4157035639,"Palisadoes, Kingston JM",Caribbean Maritime University,1218
1093234775526174721,Wed Feb 06 19:47:36 +0000 2019,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“This latest partnership among the CMU, Kingston Wharves &amp; @MOEYIJamaica is a major step towards achieving greater… https://t.co/J7yi6oTNH5",,,False,2,0,0,Sat Nov 07 12:20:58 +0000 2015,"Official Twitter for Caribbean Maritime University.
The Maritime University of Choice for Global Leaders",1030,,261,4157035639,"Palisadoes, Kingston JM",Caribbean Maritime University,1218
1093232586434985985,Wed Feb 06 19:38:54 +0000 2019,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“The logistics industry is pivotal to the overall growth of Jamaica. This investment in the Academic Chair at CMU,… https://t.co/58NMcjLL5L",,,False,2,0,0,Sat Nov 07 12:20:58 +0000 2015,"Official Twitter for Caribbean Maritime University.
The Maritime University of Choice for Global Leaders",1030,,261,4157035639,"Palisadoes, Kingston JM",Caribbean Maritime University,1218
1093230592643219457,Wed Feb 06 19:30:59 +0000 2019,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Happening Now: The launch of a Professorial Chair in Logistics and Port Management at the Kingston Wharves Limited. https://t.co/ZVcjgbBCJ2,,,False,1,1,0,Sat Nov 07 12:20:58 +0000 2015,"Official Twitter for Caribbean Maritime University.
The Maritime University of Choice for Global Leaders",1030,,261,4157035639,"Palisadoes, Kingston JM",Caribbean Maritime University,1218
1090633230427082754,Wed Jan 30 15:29:59 +0000 2019,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yesterday, the JMEA Board of Directors had the privilege of touring the Kingston Wharves Limited facilities. https://t.co/Y895YN4Gco",,,False,1,0,0,Wed Nov 24 16:45:05 +0000 2010,"We are the leading industry association in Jamaica, serving the needs of manufacturers, exporters and service providers with excellence.",2631,,269,219353644,"85A Duke Street, Kingston",JMEA,3740
1085535947750629383,Wed Jan 16 13:55:12 +0000 2019,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Kingston Wharves Is Focused On Its “Next Step Logistics” Strategy – Stephenson. – BusinessuiteOnline https://t.co/qkTRwAQKaK,,,False,0,0,0,Tue Jun 16 23:48:40 +0000 2009,"https://t.co/HAMJ8YwPer @ Twitter for The Latest In Caribbean & International SME Business News, Empowering Leaders and Entrepreneurs. Follow, Stay Current",534,,101,47779740,Silicon Mountain Mandeville Ja,Businessuiteonline.com,5939
1082815671749304320,Wed Jan 09 01:45:48 +0000 2019,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","More adventures with the #humantripod. Day 2 with the #VRX team at Kingston Wharves and the KFTL, documenting and r… https://t.co/By6i3RHDGP",,,False,0,0,0,Sat Feb 17 23:44:44 +0000 2018,,35,,125,965009145500983297,Jamaica,Virtual Reality Jamaica,198
1075057398920945664,Tue Dec 18 15:57:12 +0000 2018,"{'attributes': {}, 'bounding_box': {'coordinates': [[[-78.368878, 17.705786], [-78.368878, 18.525029], [-76.183028, 18.525029], [-76.183028, 17.705786]]], 'type': 'Polygon'}, 'country': 'Jamaica', 'country_code': 'JM', 'full_name': 'Jamaica', 'id': 'd66ca907ceb62690', 'name': 'Jamaica', 'place_type': 'country', 'url': 'https://api.twitter.com/1.1/geo/id/d66ca907ceb62690.json'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kingston Wharves is not a real place kmt,,,False,3,0,5,Tue Jun 02 20:06:29 +0000 2009,Photography saved me from being a robot,710,,1195,44195073,"ÜT: 18.036794,-76.797829",Harleyboi,7537
1073571612719505413,Fri Dec 14 13:33:13 +0000 2018,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@5Solae what's your info Kingston wharves doubling in a year?,,,False,0,0,1,Thu Aug 30 06:27:24 +0000 2012,@jeffsanta-instagram,97,,283,790962036,"Jamaica, ",In Arce Sitam Quis,6949
1071841390244446208,Sun Dec 09 18:57:55 +0000 2018,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Well done Kingston Wharves. A great example of corporate social. #hubactive #Jamaica #jamaicaconnect jisvoice https://t.co/LEqRzmO6uA,,,False,1,0,0,Wed May 08 18:36:54 +0000 2013,Leveraging the Power of Speed and Connectivity. A government-backed initiative to establish Jamaica as a global logistics node within the Americas.,1059,,801,1413560323,Jamaica,Jalogisticshub,4371
1071457654705451008,Sat Dec 08 17:33:06 +0000 2018,"{'attributes': {}, 'bounding_box': {'coordinates': [[[-78.368878, 17.705786], [-78.368878, 18.525029], [-76.183028, 18.525029], [-76.183028, 17.705786]]], 'type': 'Polygon'}, 'country': 'Jamaica', 'country_code': 'JM', 'full_name': 'Jamaica', 'id': 'd66ca907ceb62690', 'name': 'Jamaica', 'place_type': 'country', 'url': 'https://api.twitter.com/1.1/geo/id/d66ca907ceb62690.json'}","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Coming soon to a web series near you. #baritaonthego #ceo #shipping #titansofindustry #jamaica @ Kingston Wharves https://t.co/ihWajj0jeO,"{'coordinates': [-76.82776, 17.984674], 'type': 'Point'}","{'coordinates': [17.984674, -76.82776], 'type': 'Point'}",False,0,0,0,Thu Jul 22 00:21:24 +0000 2010,Lover of Stories. Lover of Christ. Director and Cinematographer. Owner of Boncrek Films.,198,,170,169288098,"Kingston, Jamaica",David Johnson,3856
1070747200248938497,Thu Dec 06 18:30:00 +0000 2018,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",KINGSTON Wharves Limited fast-tracking $100-m drainage upgrade https://t.co/ZuWLMBDbBX https://t.co/y2FoxldL7Y,,,False,1,0,0,Tue Apr 22 04:40:35 +0000 2008,Jamaica's Number 1 Daily Newspaper: Every Day Matters,260473,,312,14470793,"Kingston, Jamaica",Jamaica Observer,203120
1070641785842618368,Thu Dec 06 11:31:07 +0000 2018,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Kingston Wharves Limited Undertaking $100M Drainage Upgrade - Jamaica Information Service https://t.co/c432nTxb3l,,,False,1,0,0,Wed May 08 18:36:54 +0000 2013,Leveraging the Power of Speed and Connectivity. A government-backed initiative to establish Jamaica as a global logistics node within the Americas.,1059,,801,1413560323,Jamaica,Jalogisticshub,4371
1070565932274196480,Thu Dec 06 06:29:43 +0000 2018,"{'attributes': {}, 'bounding_box': {'coordinates': [[[-78.368878, 17.705786], [-78.368878, 18.525029], [-76.183028, 18.525029], [-76.183028, 17.705786]]], 'type': 'Polygon'}, 'country': 'Jamaica', 'country_code': 'JM', 'full_name': 'Jamaica', 'id': 'd66ca907ceb62690', 'name': 'Jamaica', 'place_type': 'country', 'url': 'https://api.twitter.com/1.1/geo/id/d66ca907ceb62690.json'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",THE NOEL HYLTON ROBBERY IN ONE INSTANCE AT KINGSTON WHARVES WAS J$146 MILLION...🤔🤔🤔. JUST IMAGINE THE LEVEL OF CRIM… https://t.co/5kpbSvALmO,,,False,0,0,0,Fri Aug 29 13:56:59 +0000 2014,,435,,1050,2778487812,Jamaica,Bobby Sharpe,17131
1070327105257398279,Wed Dec 05 14:40:42 +0000 2018,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Kingston Wharves Limited Undertaking $100M Drainage Upgrade. #JISNews https://t.co/nyehSxFouH… https://t.co/MMSpCqkPQZ,,,False,0,0,0,Fri Jun 22 12:25:20 +0000 2018,"To facilitate social, cultural and economic development making our community among the places of choice to live, work, raise families and do business.",21,,293,1010136653841739776,Jamaica,FLMBS,1325
1070322353719136257,Wed Dec 05 14:21:49 +0000 2018,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Kingston Wharves Limited Undertaking $100M Drainage Upgrade. #JISNews https://t.co/6ULc60x8MH https://t.co/XJnhgBmxd9,,,False,1,0,0,Fri Jun 17 18:59:17 +0000 2011,"Join the official page for the Jamaica Information Service, #1 source for information and Government of Jamaica news. JIS - The Voice of Jamaica.",57409,,401,319212589,Jamaica,JIS News,34253
